Date,TREAS_3M,GM,F,UTX,CAT,MRK,PFE,IBM,MSFT,C,XOM,SP
13-Jul-06,4.92,28.09,6.51,61.16,69.4,36.6,22.66,73.95,22.18,47.39,63.77,1242.28
14-Jul-06,4.93,27.25,6.33,58.55,68.89,35.82,22.21,73.28,22.21,47.1,64.6,1236.2
17-Jul-06,4.98,27.46,6.36,57.71,68.89,36.04,22.2,73.41,22.4,45.93,63.7,1234.49
18-Jul-06,5,27.49,6.39,58.62,69.47,36.35,22.37,73.97,22.66,46.08,64.31,1236.86
19-Jul-06,4.98,28.29,6.28,60.8,71.12,36.98,23.09,75.77,23.31,46.77,64.36,1259.81
20-Jul-06,4.95,28.32,6.15,59.99,69.08,36.96,23.49,75.18,22.77,46.64,63.95,1249.13
21-Jul-06,4.96,28.75,6.23,59.7,68.35,37.02,23.61,74.56,23.78,46.46,63.63,1240.29
24-Jul-06,4.97,29.43,6.31,61.18,70.52,38.59,24.56,75.69,23.91,46.98,65.06,1260.91
25-Jul-06,5,30.41,6.54,61.76,70.66,38.91,24.73,75.59,24.13,46.97,65.44,1268.88
26-Jul-06,4.98,31.74,6.7,61.5,70.13,39.81,24.88,75.53,24.28,47.05,66.29,1268.4
27-Jul-06,4.97,31.85,6.78,61.36,70.72,40.6,25.41,75.85,23.78,46.83,66.16,1263.2
28-Jul-06,4.94,32.09,6.84,61.88,71.21,40.74,25.87,76.65,24.16,47.84,66.69,1278.55
31-Jul-06,4.97,31.97,6.67,61.92,70.87,39.9,25.75,77.1,23.97,47.82,67.43,1276.66
01-Aug-06,4.99,31.05,6.58,61.41,69.71,40.44,25.75,75.84,23.9,48.02,67.87,1270.92
02-Aug-06,4.97,31.36,6.96,62.02,70.75,40.65,25.38,76.02,24.21,48.23,68.16,1277.41
03-Aug-06,4.98,30.95,6.86,62.47,72.73,41.21,25.28,76.03,24.12,48.47,68.05,1280.27
04-Aug-06,4.96,30.84,7.13,62.3,73.1,40.97,25.74,75.61,24.2,48.5,68.37,1279.36
07-Aug-06,4.99,31.15,7.17,62.82,73.18,40.46,25.81,75.22,24.13,48.23,68.91,1275.77
08-Aug-06,4.97,30.86,7.37,61.61,71.6,40.6,25.92,75.33,24.25,48.31,68.95,1271.48
09-Aug-06,4.94,30.78,7.33,60.05,68.52,41.08,26.15,75.39,24.35,47.83,68.97,1265.95
10-Aug-06,4.92,30.61,7.39,60.19,68.32,40.95,25.97,75.74,24.37,47.97,69.34,1271.81
11-Aug-06,4.94,30.11,7.37,59.89,67.03,40.23,25.82,75.48,24.34,47.64,69.73,1266.74
14-Aug-06,4.99,30.2,7.83,60.21,65.96,40.5,26.08,76.68,24.44,47.72,69.25,1268.21
15-Aug-06,4.97,30.54,7.92,60.76,67.41,40.57,26.4,77.08,24.62,48.41,68.69,1285.58
16-Aug-06,4.94,30.99,8.26,62.17,69.11,40.8,26.75,79.09,24.7,48.53,67.57,1295.43
17-Aug-06,4.96,30.56,8.17,61.95,69.36,38.47,27,79.37,24.7,48.57,68.08,1297.48
18-Aug-06,4.97,30.55,8,61.84,68.31,39.16,27.05,79.9,25.79,48.6,69.1,1302.3
21-Aug-06,4.98,30.54,7.47,61.46,68.25,39.28,26.64,79.28,26.12,48.49,69.83,1297.52
22-Aug-06,4.97,30.88,7.42,60.9,68.5,39.38,26.98,78.95,25.62,48.42,70.21,1298.82
23-Aug-06,4.96,30.18,7.76,60.77,67.21,40.09,27.14,78.67,25.67,48.58,69.63,1292.99
24-Aug-06,4.96,29.88,7.76,60.99,65.5,39.69,27.24,79.38,25.74,48.72,70.72,1296.06
25-Aug-06,4.98,29.33,8,60.67,65.99,40.07,27.23,79.88,25.85,48.64,70.43,1295.09
28-Aug-06,4.97,29.43,8.05,61.53,66.07,40.57,27.54,80.32,25.95,49.12,70.1,1301.78
29-Aug-06,4.94,29.45,8.26,62.17,65.45,40.89,27.6,81.4,25.84,49.26,69.41,1304.28
30-Aug-06,4.92,29.25,8.27,62.27,65.06,40.8,27.73,81.22,25.8,49.52,68.3,1305.37
31-Aug-06,4.92,29.18,8.37,62.71,66.35,40.55,27.56,80.97,25.7,49.35,67.67,1303.82
01-Sep-06,4.89,30.27,8.27,63.26,67.27,40.96,27.96,81.41,25.84,49.37,68.1,1311.01
